,Charge Code,Description,Default CPT/HCPCS Code,2023 Primary Price
10530,A21436,"OPEN TX LEFORTE III,COMPL+++",A21436,1.0
10531,A21440,CLOSED TX DENTAL RIDGE FX,A21440,1.0
10532,A21445,OPEN TX DENTAL RIDGE FX,A21445,1.0
10533,A21450,CLOSED TX MANDIBLE FX,A21450,1.0
10534,A21451,CLOSED TX MANDIBLE FX+MANIPULATN,A21451,1.0
10535,A21452,PERCUT TX MANDIBLE FX EXT FIXATN,A21452,1.0
10536,A21453,CLOSED TX MANDIBLE FX+DENTAL FIX,A21453,1.0
10537,A21454,OPEN TX MANDIBLE FX+EXTERN FIX,A21454,1.0
10538,A21461,OPEN TX MANDIBLE FX,A21461,1.0
10539,A21462,OPEN TX MANDIBLE FX+DENTAL FIX,A21462,1.0
10540,A21465,OPEN TX MANDIBLE CONDYLE FX,A21465,1.0
10541,A21470,"OPEN TX MANDIBLE CONDYLE FX,COMPL",A21470,1.0
10542,A21480,REDUCE TEMPOROMANDIBL DISLOC,A21480,1.0
10543,A21485,"REDUCE TEMPOROMANDIBL DISLOC,COMP",A21485,1.0
10544,A21490,OPEN REDUCTN TEM-MANDIBLE DISLOC,A21490,1.0
10545,A21497,INTERDENTAL WIRING,A21497,1.0
10546,A21501,I&D DEEP ABSC/HEMATOMA NECK/CHEST,A21501,1.0
10547,A21502,I&D DEEP ABSC NECK/CHST+RIB CUT,A21502,1.0
10548,A21510,INCIS BONE CORTEX THORAX,A21510,1.0
10549,A21552,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ 3+CM,A21552,1.0
10550,A21554,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASCIAL,A21554,1.0
10551,A21555,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM,A21555,1.0
10552,A21556,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASCIAL <,A21556,1.0
10553,A21557,RAD RESECT TUMOR SOFT TISS NECK/ANT THORAX <5CM,A21557,1.0
10554,A21558,RAD RESECT TUMOR SOFT TISS NECK/ANT THORAX 5CM/>,A21558,1.0
10555,A21600,PARTIAL REMOVAL OF RIB,A21600,1.0
10556,A21610,COSTOTRANSVERSECTOMY,A21610,1.0
10557,A21615,REMOVAL 1ST/CERVICAL RIB,A21615,1.0
10558,A21616,REMOVAL 1ST RIB/NERVES,A21616,1.0
10559,A21620,PARTIAL REMOVAL OF STERNUM,A21620,1.0
10560,A21627,STERNAL DEBRIDEMENT,A21627,1.0
10561,A21630,RADICAL RESECTN STERNUM,A21630,1.0
10562,A21632,RAD RESEC STERNUM+MEDIAST NODES,A21632,1.0
10563,A21685,HYOID MYOTOMY & SUSPENSION,A21685,1.0
10564,A21700,DIVIDE SCALENUS ANTICUS,A21700,1.0
10565,A21705,DIVIDE SCALENUS+RESECT CERV RIB,A21705,1.0
10566,A21720,DIVIDE STERNOMASTOID OPEN,A21720,1.0
10567,A21725,DIVIDE STERNOMASTOID OPEN+CAST,A21725,1.0
10568,A21740,"RECONST PECTUS EXCAV/CARIN,OPEN",A21740,1.0
10569,A21742,RECONST PECTUS EXCAV/CARIN W/0 THORACOS,A21742,1.0
10570,A21743,RECONST PECTUS EXCAV/CARIN W/ THORACOS,A21743,1.0
10571,A21750,"CLOSE MED STERNOTOMY SEP, W/WO DEBRIDE",A21750,1.0
10572,A21825,OPEN TX STERNUM FRACTURE,A21825,1.0
10573,A21925,"BIOPSY SOFT TISSUE BACK,DEEP",A21925,1.0
10574,A21930,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,A21930,1.0
10575,A21931,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ 3+CM,A21931,1.0
10576,A21932,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM,A21932,1.0
10577,A21933,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5+CM,A21933,1.0
10578,A21935,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK <5CM,A21935,1.0
10579,A21936,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK 5CM/>,A21936,1.0
10580,A22010,"I&D, POST SPINE, CERV/THOR/CERV-THOR",A22010,1.0
10581,A22015,"I&D, POST SPINE, LUMB/SACR/LUMBOSAC",A22015,1.0
10582,A22100,"REMV PART POST CERV VERT,1 LVL",A22100,1.0
10583,A22101,"REMV PART POST THOR VERT,1 LVL",A22101,1.0
10584,A22102,"REMV PART POST LUMB VERT,1 LVL",A22102,1.0
10585,A22110,"REMV PART CERV VERT BODY,1 LVL",A22110,1.0
10586,A22112,"REMV PART THOR VERT BODY,1 LVL",A22112,1.0
10587,A22114,"REMV PART LUMB VERT BODY,1 LVL",A22114,1.0
10588,A22206,OSTEOTOMY SPINE POSTERIOR 3 COLUMN THORACIC,A22206,1.0
10589,A22207,OSTEOTOMY SPINE POSTERIOR 3 COLUMN LUMBAR,A22207,1.0
10590,A22210,"OSTEOTOMY CERV SP,POST,1 LVL",A22210,1.0
10591,A22212,"OSTEOTOMY THOR SP,POST,1 LVL",A22212,1.0
10592,A22214,"OSTEOTOMY LUMB SP,POST,1 LVL",A22214,1.0
10593,A22220,"OSTEOTOMY CERV SP,ANT,REMV DISK",A22220,1.0
10594,A22222,"OSTEOTOMY THOR SP,ANT,REMV DISK",A22222,1.0
10595,A22224,"OSTEOTOMY LUMB SP,ANT,REMV DISK",A22224,1.0
10596,A22310,CLOSED TREAT VERT BODY FRACT,A22310,1.0
10597,A22315,"CLOSED TREAT VERT BODY FX,MANIPULATN",A22315,1.0
10598,A22318,"ODONTOID FX,W/O GRAFT,OPEN",A22318,1.0
10599,A22319,"ODONTOID,FX,GRAFTING,OPEN",A22319,1.0
10600,A22325,"OPEN POST TX LUMB VERT FX,1 LVL",A22325,1.0
10601,A22326,"OPEN POST TX CERV VERT FX,1 LVL",A22326,1.0
10602,A22327,"OPEN POST TX THOR VERT FX,1 LVL",A22327,1.0
10603,A22505,MANIPULATION SPINE W ANESTHESIA,A22505,1.0
10604,A22526,"PERC INTRADISC ELECTRO ANNULOPLASTY, SINGLE LEVEL",A22526,1.0
10605,A22532,ARTHRODESIS LATERAL EXTRACAVITARY THORACIC,A22532,1.0
10606,A22533,ARTHRODESIS LATERAL EXTRACAVITARY LUMBAR,A22533,1.0
10607,A22534,ARTHRODESIS LATERAL EXTRACAVITARY EA ADDL THRC/LMB,A22534,1.0
10608,A22548,ARTHRODESIS TRANS/EXTRA ORAL C1-C2 W/WO ODONTOID E,A22548,1.0
10609,A22551,"ARTHRODESIS ANT INTERBODY INC DISCECTOMY, CERVICAL",A22551,1.0
10610,A22552,Pr Neck Spine Fusion Addl,A22552,1.0
10611,A22554,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY, CERVICAL",A22554,1.0
10612,A22556,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY,THORACIC",A22556,1.0
10613,A22558,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY,LUMBAR",A22558,1.0
10614,A22585,"ARTHRODESIS ANT INTERBODY MIN DISCECTOMY,EA ADDL",A22585,1.0
10615,A22586,ARTHRODESIS PRESACRAL INTRBDY W/INSTRUMENT L5/S1,A22586,1.0
10616,A22590,ARTHRODESIS POSTERIOR CRANIOCERVICAL,A22590,1.0
10617,A22595,ARTHRODESIS POSTERIOR ATLAS-AXIS C1-C2,A22595,1.0
10618,A22600,ARTHRODESIS POSTERIOR/POSTERIORLATERAL CERVICAL BE,A22600,1.0
10619,A22610,ARTHRODESIS POSTERIOR/POSTEROLATERAL THORACIC,A22610,1.0
10620,A22612,ARTHRODESIS POSTERIOR/POSTEROLATERAL LUMBAR,A22612,1.0
10621,A22614,ARTHRODESIS POSTERIOR/POSTEROLATERAL EA ADDL,A22614,1.0
10622,A22630,ARTHRODESIS POSTERIOR INTERBODY LUMBAR,A22630,1.0
10623,A22632,ARTHRODESIS POSTERIOR INTERBODY EA ADDL,A22632,1.0
10624,A22633,ARTHDSIS POST/POSTEROLATRL/POSTINTERBODY LUMBAR,A22633,1.0
10625,A22634,ARTHDSIS POST/POSTERLATRL/POSTINTRBDYADL SPC/SEG,A22634,1.0
10626,A22800,ARTHRODESIS POSTERIOR SPINAL DEFORMITY UP 6 SEGMEN,A22800,1.0
10627,A22802,ARTHRODESIS POSTERIOR SPINAL DEFORMITY UP 7-12 SEG,A22802,1.0
10628,A22804,ARTHRODESIS POSTERIOR SPINAL DEFORMITY UP 13+ SEGM,A22804,1.0
10629,A22808,ARTHRODESIS ANTERIOR SPINAL DEFORMITY 2-3 SEGMENTS,A22808,1.0
10630,A22810,ARTHRODESIS ANTERIOR SPINAL DEFORMITY 4-7 SEGMENTS,A22810,1.0
10631,A22812,ARTHRODESIS ANTERIOR SPINAL DEFORMITY 8+ SEGMENTS,A22812,1.0
10632,A22818,"KYPHECTOMY, 1-2 SEGMENTS",A22818,1.0
10633,A22819,"KYPHECTOMY, 3 & MORE SEGMENT",A22819,1.0
10634,A22830,EXPLORATION OF SPINAL FUSION,A22830,1.0
10635,A22840,POSTERIOR NON-SEGMENTAL INSTRUMENTATION,A22840,1.0
10636,A22842,POSTERIOR SEGMENTAL INSTRUMENTATION 3-6 VRT SEG,A22842,1.0
10637,A22843,POSTERIOR SEGMENTAL INSTRUMENTATION 7-12 VRT SEG,A22843,1.0
10638,A22844,POSTERIOR SEGMENTAL INSTRUMENTATION 13/> VRT SEG,A22844,1.0
10639,A22845,ANTERIOR INSTRUMENTATION 2-3 VERTEBRAL SEGMENTS,A22845,1.0
10640,A22846,ANTERIOR INSTRUMENTATION 4-7 VERTEBRAL SEGMENTS,A22846,1.0
10641,A22847,ANTERIOR INSTRUMENTATION 8/> VERTEBRAL SEGMENTS,A22847,1.0
10642,A22848,PELVIC FIXATION OTHER THAN SACRUM,A22848,1.0
10643,A22849,REINSERT SPINAL FIXATION,A22849,1.0
10644,A22850,"REMOVE SPINE FIX DEV,HARRINGTON",A22850,1.0
10645,A22852,"REMOVE SPINE FIX DEV,POST SGMTAL",A22852,1.0
10646,A22855,"REMOVE SPINE FIX DEV,ANTERIOR",A22855,1.0
10647,A22856,"TOTAL DISC ARTHROPLASTY, CERVICAL, SINGLE",A22856,1.0
10648,A22857,"TOTAL DISC ARTHROPLASTY, LUMBAR, SINGLE",A22857,1.0
10649,A22861,"REVISION TOTAL DISC ARTHROPLASTY, CERVICAL, SINGLE",A22861,1.0
10650,A22862,"REVISION TOTAL DISC ARTHROPLASTY, LUMBAR, SINGLE",A22862,1.0
10651,A22864,"REMOVE TOTAL DISC ARTHROPLASTY, CERVICAL, SINGLE",A22864,1.0
10652,A22865,"REMOVE TOTAL DISC ARTHROPLASTY, LUMBAR, SINGLE",A22865,1.0
10653,A22867,Pr Insj Stablj Dev W/dcmprn Lumbar Single Level,A22867,1.0
10654,A22869,Pr Insj Stablj Dev W/o Dcmprn Lumbar Single Level,A22869,1.0
10655,A22900,EXC TUMOR SOFT TISSUE ABDL WALL SUBFASCIAL <5CM,A22900,1.0
10656,A22901,EXC TUMOR SOFT TISSUE ABDL WALL SUBFASCIAL 5+CM,A22901,1.0
10657,A22902,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM,A22902,1.0
10658,A22903,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ 3+CM,A22903,1.0
10659,A22904,RAD RESECTION TUMOR SOFT TISSUE ABDL WALL <5CM,A22904,1.0
10660,A22905,RAD RESECTION TUMOR SOFT TISSUE ABDL WALL 5 CM/>,A22905,1.0
10661,A23000,"REMOVAL SUBDELTOID CALCAREOUS DEP,OPEN",A23000,1.0
10662,A23020,RELEASE SHLDR JOINT CONTRACTURE,A23020,1.0
10663,A23030,"INCIS/DRAIN SHLDR ABSC/HEMA,DEEP",A23030,1.0
10664,A23031,DRAIN INFECT SHOULDER BURSA,A23031,1.0
10665,A23035,DRAIN SHOULDER BONE LESION,A23035,1.0
10666,A23040,DEEP INCIS SHLDR BONE CORTEX,A23040,1.0
10667,A23044,EXPLOR/REMV INFECT GLENO-HUM JT,A23044,1.0
10668,A23066,BIOPSY SOFT TISSUE SHOULDER DEEP,A23066,1.0
10669,A23071,EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ 3+CM,A23071,1.0
10670,A23073,EXC TUMOR SOFT TISSUE SHOULDER SUBFASCIAL 5+CM,A23073,1.0
10671,A23075,EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM,A23075,1.0
10672,A23076,EXC TUMOR SOFT TISS SHOULDER SUBFASC <5CM,A23076,1.0
10673,A23077,RAD RESECTION TUMOR SOFT TISSUE SHOULDER <5CM,A23077,1.0
10674,A23078,RAD RESECTION TUMOR SOFT TISSUE SHOULDER 5 CM/>,A23078,1.0
10675,A23100,OPEN BIOPSY SHOULDER JOINT,A23100,1.0
10676,A23101,OPEN BX/EXCIS CART A-C/S-C JOINT,A23101,1.0
10677,A23105,REMOVE SHOULDER JOINT SYNOVIUM,A23105,1.0
10678,A23106,REMOVE STERNOCLAV JT SYNOVIUM,A23106,1.0
10679,A23107,EXPLORE SHOULDER JOINT,A23107,1.0
10680,A23120,"PARTIAL REMOVAL, CLAVICLE",A23120,1.0
10681,A23125,TOTAL REMOVAL OF CLAVICLE,A23125,1.0
10682,A23130,"PARTIAL REMOVAL/REPAIR,ACROMION",A23130,1.0
10683,A23140,EXCIS/CURET BENIGN TUMR CLAV/SCAPULA,A23140,1.0
10684,A23145,"EXCIS BENIGN TUMR CLAV/SCAP,AUTOGRFT",A23145,1.0
10685,A23146,"EXCIS BENIGN TUMR CLAV/SCAP,ALLOGRFT",A23146,1.0
10686,A23150,EXCIS/CURET BENIGN TUMR PROX HUMERUS,A23150,1.0
10687,A23155,"EXCIS BENIG TUMR PROX HUMER,AUTOGRFT",A23155,1.0
10688,A23156,"EXCIS BENIG TUMR PROX HUMER,ALLOGRFT",A23156,1.0
10689,A23170,"SEQUESTRECTOMY, CLAVICLE",A23170,1.0
10690,A23172,"SEQUESTRECTOMY, SCAPULA",A23172,1.0
10691,A23174,"SEQUESTRECTOMY,HUMER HEAD-SURG NECK",A23174,1.0
10692,A23180,PART EXCIS CLAVICLE,A23180,1.0
10693,A23182,PART EXCIS SCAPULA,A23182,1.0
10694,A23184,PART EXCIS PROX HUMERUS,A23184,1.0
10695,A23190,PART REMV SCAPULA,A23190,1.0
10696,A23195,REMOVAL OF HEAD OF HUMERUS,A23195,1.0
10697,A23200,RAD RESECT CLAVICLE FOR TUMOR,A23200,1.0
10698,A23210,RAD RESECT SCAPULA FOR TUMOR,A23210,1.0
10699,A23220,RAD RESECT PROX HUMERUS FOR TUMOR,A23220,1.0
10700,A23330,REMOVE SUBCUT SHOULDER FOREIGN BODY,A23330,1.0
10701,A23333,Pr Removal Shoulder Foreign Body Deep Subfascial/i,A23333,1.0
10702,A23334,Pr Prosthesis Removal Humeral/glenoid Component,A23334,1.0
10703,A23335,Pr Prosthesis Removal Humeral And Glenoid Componen,A23335,1.0
10704,A23395,"MUSCLE TRANSFER,SHOULDER/ARM,SINGLE",A23395,1.0
10705,A23397,"MUSCLE TRANSFER,SHLDR/ARM,MULTIPLE",A23397,1.0
10706,A23400,FIXATION OF SHOULDER BLADE,A23400,1.0
10707,A23405,"INCISE TENDON/MUSCLE,SHLDR,SINGLE",A23405,1.0
10708,A23406,"INCISE TENDON/MUSCLE,SHLDR,MULTIPLE",A23406,1.0
10709,A23410,"REPAIR ROTATOR CUFF,ACUTE",A23410,1.0
10710,A23412,"REPAIR ROTATOR CUFF,CHRONIC",A23412,1.0
10711,A23415,CORACO-ACROMIAL LIG RELEASE,A23415,1.0
10712,A23420,"REPAIR COMPL ROTATOR CUFF AVULSN,CHR",A23420,1.0
10713,A23430,REPAIR BICEPS LONG TENDON,A23430,1.0
10714,A23440,REMV/TRANSPLANT LONG BICEPS TENDON,A23440,1.0
10715,A23450,"REPAIR SHOULDER CAPSULE,ANTERIOR",A23450,1.0
10716,A23455,"REPAIR SHOULDER CAPSULE,BANKART",A23455,1.0
10717,A23460,"REPAIR SHLDR CAPSUL,ANT,BONE BLOCK",A23460,1.0
10718,A23462,"REPAIR SHLDR CAPSU,ANT,CORACOID XFER",A23462,1.0
10719,A23465,"REPAIR SHLDR CAPSU,POST,RECUR DISLOC",A23465,1.0
10720,A23466,REPAIR SHLDR CAPSU FOR INSTABILITY,A23466,1.0
10721,A23470,RECONSTRUCT PROX HUMERAL IMPLANT,A23470,1.0
10722,A23472,RECONSTR TOTAL SHOULDER IMPLANT,A23472,1.0
10723,A23473,REVIS SHOULDER ARTHRPLSTY HUMERAL/GLENOID COMPNT,A23473,1.0
10724,A23474,REVIS SHOULDER ARTHRPLSTY HUMERAL&GLENOID COMPNT,A23474,1.0
10725,A23480,OSTEOTOMY CLAVICLE,A23480,1.0
10726,A23485,OSTEOTOMY CLAVICLE W BONE GRAFT,A23485,1.0
10727,A23490,REINFORCE CLAVICLE,A23490,1.0
10728,A23491,REINFORCE PROX HUMERUS/HEAD,A23491,1.0
10729,A23500,CLOSED RX CLAVICLE FRACTURE,A23500,1.0
10730,A23505,"CLOSED RX CLAVICLE FX,MANIPULATN",A23505,1.0
10731,A23515,OPEN TREATMENT CLAVICULAR FRACTURE INTERNAL FX,A23515,1.0
10732,A23520,CLOSED RX STERNO-CLAV DISLOC,A23520,1.0
10733,A23525,"CLOSED RX STERN-CLAV DISLOC,MANIP",A23525,1.0
10734,A23530,OPEN RX STERN-CLAV DISLOC,A23530,1.0
10735,A23532,"OPEN RX STERN-CLAV DISLOC,FASC GRFT",A23532,1.0
10736,A23540,CLOSED RX A-C JT DISLOC,A23540,1.0
10737,A23545,"CLOSED RX A-C JT DISLOC,MANIPULATN",A23545,1.0
10738,A23550,OPEN RX A-C JT DISLOC,A23550,1.0
10739,A23552,"OPEN RX A-C JT DISLOC,FASCIAL GRFT",A23552,1.0
10740,A23570,CLOSED RX SCAPULA FX,A23570,1.0
10741,A23575,"CLOSED RX SCAPULA FX,MANIPULATN",A23575,1.0
10742,A23585,OPEN RX SCAPULA FRACTURE,A23585,1.0
10743,A23600,CLOSED RX PROX HUMERUS FRACTURE,A23600,1.0
10744,A23605,"CLOSED RX PROX HUMERUS FX,MANIP",A23605,1.0
10745,A23615,OPEN TREATMENT PROX HUMERAL FRACTURE,A23615,1.0
10746,A23616,OPEN PROX HUMERAL FRACTURE PROSHETIC REPLACEMENT,A23616,1.0
10747,A23620,CLOSED RX GR TUBEROSITY HUM FX,A23620,1.0
10748,A23625,"CLOSED RX GR TUBER HUM FX,MANIP",A23625,1.0
10749,A23630,OPEN RX GR TUBEROSITY FX,A23630,1.0
10750,A23655,"CLOSED RX SHLDR DISLOC,ANESTHESIA",A23655,1.0
10751,A23660,OPEN RX ACUTE SHLDR DISLOC,A23660,1.0
10752,A23665,"CLOSED RX SHLDR DISLOC,GR TUB FX",A23665,1.0
10753,A23670,"OPEN RX SHLDR DISLOC,GR TUB FX",A23670,1.0
10754,A23675,"CLOSED RX SHLDR DISLOC,PROX HUM FX",A23675,1.0
10755,A23680,"OPEN RX SHLDR DISLOC,PROX HUM FX",A23680,1.0
10756,A23700,MANIPULATN SHLDR JT W ANESTHESIA,A23700,1.0
10757,A23800,FUSION SHOULDER JOINT,A23800,1.0
10758,A23802,FUSION SHOULDER JOINT W GRAFT,A23802,1.0
10759,A23900,AMPUTATION OF ARM & GIRDLE,A23900,1.0
10760,A23920,AMPUTATION AT SHOULDER JOINT,A23920,1.0
10761,A23921,"AMPUTATION SHLDR JT,2ND CLOSURE",A23921,1.0
10762,A23930,"INCIS/DRAIN ARM,DEEP ABSC/HEMATOMA",A23930,1.0
10763,A23931,INCIS/DRAIN ARM/ELBOW INFECT BURSA,A23931,1.0
10764,A23935,INCIS DEEP ARM/ELBOW BONE LESION,A23935,1.0
10765,A24000,EXPLORE/DRAIN ELBOW FOR INFECT,A24000,1.0
10766,A24006,ARTHROTOMY/CAPULE RELEASE ELBOW JT,A24006,1.0
10767,A24065,"BX ARM/ELBOW SOFT TISSUE,SUPERFICIAL",A24065,1.0
10768,A24066,"BX ARM/ELBOW SOFT TISSUE,DEEP",A24066,1.0
10769,A24071,EXC TUMOR SOFT TISSUE UPPER ARM/ELBOW SUBQ 3+CM,A24071,1.0
10770,A24073,EXC TUMOR SOFT TISS UPPER ARM/ELBW SUBFASC 5+CM,A24073,1.0
10771,A24075,EXC TUMOR SOFT TISS UPPER ARM/ELBOW SUBQ <3CM,A24075,1.0
10772,A24076,EXC TUMOR SOFT TISS UPR ARM/ELBOW SUBFASC <5CM,A24076,1.0
10773,A24077,RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW <5CM,A24077,1.0
10774,A24079,RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW 5CM/>,A24079,1.0
10775,A24100,BIOPSY SYNOVIUM ELBOW JOINT,A24100,1.0
10776,A24101,EXPLORE ELBOW JOINT,A24101,1.0
10777,A24102,EXPLOR ELBOW JT/REMOV SYNOVIUM,A24102,1.0
10778,A24105,REMOVAL OF ELBOW BURSA,A24105,1.0
10779,A24110,EXCIS/CURET BENIGN HUMERUS LESN,A24110,1.0
10780,A24115,"EXCIS BENIGN HUMERUS LESN,AUTOGRFT",A24115,1.0
10781,A24116,"EXCIS BENIGN HUMERUS LESN,ALLOGRFT",A24116,1.0
10782,A24120,EXCIS/CURET BENIGN ELBOW LESN,A24120,1.0
10783,A24125,"EXCIS BENIGN ELBOW LESN,AUTOGRFT",A24125,1.0
10784,A24126,"EXCIS BENIGN ELBOW LESN,ALLOGRFT",A24126,1.0
10785,A24130,REMOVAL OF HEAD OF RADIUS,A24130,1.0
10786,A24134,"SEQUESTRECTOMY,MID/DIST HUMERUS",A24134,1.0
10787,A24136,"SEQUESTRECTOMY,RAD HEAD/NECK",A24136,1.0
10788,A24138,"SEQUESTRECTOMY,OLECRANNON PROCESS",A24138,1.0
10789,A24140,PARTIAL REMOVAL HUMERUS,A24140,1.0
10790,A24145,PARTIAL REMOVAL RADIAL HEAD/NECK,A24145,1.0
10791,A24147,PARTIAL REMOVAL OLECRANNON PROCESS,A24147,1.0
10792,A24149,"RADICAL RESECT ELBOW, CONTRAC RELEAS",A24149,1.0
10793,A24150,RADICAL RESEC MID/DIST HUMERUS,A24150,1.0
10794,A24152,RADICAL RESEC RADIAL HEAD/NECK,A24152,1.0
10795,A24155,RESECTION OF ELBOW JOINT,A24155,1.0
10796,A24160,PROSTHESIS REMOVAL HUMERAL AND ULNAR COMPONENTS,A24160,1.0
10797,A24164,PROSTHESIS REMOVAL RADIAL HEAD,A24164,1.0
10798,A24200,"REMOVAL ARM/ELBOW F.B.,SUPERFICIAL",A24200,1.0
10799,A24201,"REMOVAL ARM/ELBOW F.B.,DEEP",A24201,1.0
10800,A24300,MANIPULATE ELBOW W/ANESTH,A24300,1.0
10801,A24301,"MUSC/TENDON XFER,ARM/ELBOW,SINGLE",A24301,1.0
10802,A24305,"ARM/ELBOW TENDON LENGTHEN,SINGLE,EA",A24305,1.0
10803,A24310,"TENOTOMY,ELBOW-SHLDR,SINGL,EACH",A24310,1.0
10804,A24320,"TENOPLASTY,ELB-SHLDR,MUSC XFER,SINGL",A24320,1.0
10805,A24330,"FLEXORPLASTY,ELBOW",A24330,1.0
10806,A24331,"FLEXORPLASTY,ELBOW,EXTENSOR ADVANCMT",A24331,1.0
10807,A24332,"TENOLYSIS, TRICEPS",A24332,1.0
10808,A24340,REPAIR OF BICEPS TENDON AT ELBOW,A24340,1.0
10809,A24341,MUSC/TENDON REPAIR EACH; ARM/ELBOW,A24341,1.0
10810,A24342,"REINSERT BI/TRICEPS TENDON,DISTAL",A24342,1.0
10811,A24343,REELBOW LAT LIGMNT W/TISS,A24343,1.0
10812,A24344,RECONSTRUCT ELBOW LAT LIGMNT W/GRAFT,A24344,1.0
10813,A24345,REELBW MED LIGMNT W/TISS,A24345,1.0
10814,A24346,RECONSTRUCT ELBOW MED LIGMNT W/GRAFT,A24346,1.0
10815,A24357,TENOTOMY ELBOW LATERAL/MEDIAL PERCUTANEOUS,A24357,1.0
10816,A24358,TENOTOMY ELBOW LATERAL/MEDIAL DEBRIDE OPEN,A24358,1.0
10817,A24359,TENOTOMY ELBOW LATERAL/MEDIAL DEBRIDE REPAIR,A24359,1.0
10818,A24360,"ARTHROPLASTY,ELBOW,W MEMBRANE",A24360,1.0
10819,A24361,"ARTHROPLASTY,ELBOW,DIST HUMER PROSTH",A24361,1.0
10820,A24362,"ARTHROPLASTY,ELBOW,IMPLNT/RECONSTRUC",A24362,1.0
10821,A24363,"ARTHROPLASTY,ELBOW,TOTAL PROSTH REPL",A24363,1.0
10822,A24365,RECONSTRUCT RADIAL HEAD,A24365,1.0
10823,A24366,RECONSTRUCT RADIAL HEAD W IMPLANT,A24366,1.0
10824,A24370,REVIS ELBOW ARTHRPLSTY HUMERAL/ULNA COMPNT,A24370,1.0
10825,A24371,REVIS ELBOW ARTHRPLSTY HUMERAL&ULNA COMPNT,A24371,1.0
10826,A24400,OSTEOTOMY HUMERUS,A24400,1.0
10827,A24410,"OSTEOTOMY,HUMERUS,MULTI,REALIGN ROD",A24410,1.0
10828,A24420,OSTEOPLASTY HUMERUS,A24420,1.0
10829,A24430,REPAIR NON/MALUNION HUMERUS,A24430,1.0
10830,A24435,"REPAIR NON/MALUNION HUMERUS,GRAFT",A24435,1.0
10831,A24470,HEMIEPIPHYSEAL ARREST DIST HUMERUS,A24470,1.0
10832,A24495,"DECOMPRESS FOREARM,BRACH ART EXPLOR",A24495,1.0
10833,A24498,REINFORCE HUMERUS,A24498,1.0
10834,A24500,CLOSED RX MID HUMERUS FRACTURE,A24500,1.0
10835,A24505,"CLOSED RX MID HUMERUS FX,MANIPULATN",A24505,1.0
10836,A24515,OPEN FIXATN MID HUMERUS FRACTURE,A24515,1.0
10837,A24516,OPEN ROD FIXATN HUMERAL SHAFT FX,A24516,1.0
10838,A24530,CLOSED RX HUMERAL SUPRACONDYLAR FX,A24530,1.0
10839,A24535,"CLOSED RX HUM SUPRACONDYLR FX,MANIPU",A24535,1.0
10840,A24538,PERCUT FIX HUM SUPRACONDYLAR FX,A24538,1.0
10841,A24545,OPEN TX HUMERAL SUPRACONDYLAR FRACTURE W/O XTN,A24545,1.0
10842,A24546,OPEN TX HUMERAL SUPRACONDYLAR FRACTURE W XTN,A24546,1.0
10843,A24560,CLOSED RX HUMER EPICONDYLR FX,A24560,1.0
10844,A24565,"CLOSED RX HUMER EPICONDYLR FX,MANIP",A24565,1.0
10845,A24566,PERCUT FIXATN HUMERAL EPICONDYLAR FX,A24566,1.0
10846,A24575,OPEN TX HUMERAL EPICONDYLAR FRACTURE,A24575,1.0
10847,A24576,CLOSED RX HUMER CONDYLR FX,A24576,1.0
10848,A24577,"CLOSED RX HUMER CONDYLR FX,MANIP",A24577,1.0
10849,A24579,OPEN TX HUMERAL CONDYLAR FRACTURE,A24579,1.0
10850,A24582,PERCUT FIXATN HUMERAL CONDYLAR FX,A24582,1.0
10851,A24586,OPEN RX PERIARTIC FX/DISLOC ELBOW,A24586,1.0
10852,A24587,"OPEN RX PERIARTIC FX ELBOW,IMPLNT",A24587,1.0
10853,A24605,"CLOSED RX ELBOW DISLOCATN,ANESTHESIA",A24605,1.0
10854,A24615,OPEN RX ELBOW DISLOCATION,A24615,1.0
10855,A24620,CLOSED RX MONTEGGIA FX/DISLOC ELBOW,A24620,1.0
10856,A24635,OPEN TX MONTEGGIA FRACTURE DISLOCATION ELBOW,A24635,1.0
10857,A24640,"CLOSED RX RADIAL HEAD DISLOC,CHILD",A24640,1.0
10858,A24650,CLOSED RX RADIAL HEAD/NECK FX,A24650,1.0
