,"CDM
Number",CODE DESCRIPTION,CPT CODE,REVENUE CDE,CHARGE
7113,4727392,TIMOLOL 0.25% 5ML OP SOL ,            ,637,1206.0
7114,4701330,TIMOLOL 0.5% 5ML OP GEL  ,            ,637,1313.0
7115,4727400,TIMOLOL 0.5% 5ML OP SOL  ,            ,637,134.0
7116,4754159,TIROFIB250MCG/ML 50MLJWJG,J3246       ,636,4971.0
7117,4732038,TIZANIDINE 4MG TAB       ,            ,637,12.0
7118,4706875,TOBRAMY/DEXAMETH 5ML OPS ,            ,637,1279.0
7119,4753299,TOBRAMYC 10MG(20MG)MDV   ,J3260       ,636,29.44
7120,4706867,TOBRAMYCIN 0.3% 3.5GM OPO,            ,637,831.0
7121,4727442,TOBRAMYCIN 0.3% 5ML OPS  ,            ,637,272.0
7122,4700191,TOBRAMYCIN 1.2GM PWDR INJ,J3260       ,636,1680.0
7123,4732616,TOBRAMYCIN 300/5ML NEB   ,            ,250,1030.0
7124,4720322,TOBRAMYCIN 40MG/ML 2ML IN,J3260       ,636,32.56
7125,4706883,TOBRAMYCIN/DEX 3.5GM OPO ,            ,637,1705.0
7126,4754161,TOCILIZUM 20MG/ML 4MLJWJG,J3262       ,636,2755.0
7127,4754162,TOCILIZUM20MG/ML 20MLJWJG,J3262       ,636,8000.0
7128,4754163,TOCILIZUMAB200MG INJ JWJG,J3262       ,636,6888.0
7129,4754496,TOFACITINIB 5MG TAB      ,            ,637,789.0
7130,4711677,TOLNAFTATE 1% 10ML SOL   ,            ,637,37.0
7131,4732996,TOLNAFTATE 1% 15GM TOP   ,            ,637,70.0
7132,4713467,TOLNAFTATE 1% 45GM PWDR  ,            ,637,30.0
7133,4734711,TOLTERODINE LA 2MG CAP   ,            ,637,78.0
7134,4746053,TOLVAPTAN 15MG TAB       ,            ,637,3000.0
7135,4754483,TOLVAPTAN 30MG TAB       ,            ,637,3000.0
7136,4730388,TOPIRAMATE 100MG TAB     ,            ,637,50.0
7137,4730370,TOPIRAMATE 25MG TAB      ,            ,637,21.0
7138,4725834,TORSEMIDE 100MG TAB      ,            ,637,25.0
7139,4725826,TORSEMIDE 10MG TAB       ,            ,637,6.0
7140,4729851,TPN 1000ML IV            ,J7999       ,636,2480.0
7141,4735296,TPN 300ML PEDIV          ,J7999       ,636,2789.0
7142,4729521,TPN W ELECTROLYTES 2000ML,J3490       ,636,2400.0
7143,4717849,TRACE MET MTE-4 CON 1MLIV,J3490       ,636,26.0
7144,4704938,TRAMADOL 50MG TAB        ,            ,637,7.0
7145,4745329,TRANEXAMIC 1GM/10ML INJ  ,J3490       ,636,836.0
7146,4751970,TRANEXAMIC 1GM/NS100MLPMX,J3490       ,636,936.0
7147,4754363,TRAS-QYYP10MG(420MG)MDVTB,Q5116       ,636,8000.0
7148,4754223,TRASTUZUM 150MG SDV JWJG ,J9355       ,636,8000.0
7149,4724894,TRAZODONE 50MG TAB       ,            ,637,4.0
7150,4723250,TRIAMCIN 0.025% 15GM OINT,            ,637,50.0
7151,4723292,TRIAMCIN 0.025% 15GM OINT,            ,637,36.0
7152,4716759,TRIAMCIN ACE 0.1% 15GM CR,            ,637,45.0
7153,4719647,TRIAMCIN ACE 0.1% 15GMOIN,            ,637,45.0
7154,4732657,TRIAMCIN ACE 0.1% 60MLLOT,            ,637,340.0
7155,4747614,TRIAMCIN ACE 0.1% 80GM CR,            ,637,112.0
7156,4716767,TRIAMCIN ACE 0.5% 15GM CR,            ,637,81.0
7157,4700340,TRIAMCIN ACE 40MG/ML 1ML ,J3301       ,636,82.08
7158,4700357,TRIAMCIN ACE 40MG/ML 5ML ,J3301       ,636,416.4
7159,4740304,TRIAMCIN ACE0.5% 15GM TOP,            ,637,81.0
7160,4716346,TRIAMCINOLONE 5GM TOP PST,            ,637,645.0
7161,4711339,TRIAMTERENE 50MG CAP     ,            ,637,34.0
7162,4745626,TRIAMTERENE/HCTZ 37.5/25M,            ,637,4.0
7163,4720504,TRIFLUOPERAZINE 5MG TAB  ,            ,637,14.0
7164,4724498,TRIHEXYPHENIDYL 2MG TAB  ,            ,637,4.0
7165,4735973,TRIHEXYPHENIDYL 5MG TAB  ,            ,637,4.0
7166,4715934,TRIMETHOPRIM 100MG TAB   ,            ,637,6.0
7167,4721908,TROPICAMIDE 0.5% 15ML OPS,            ,637,214.0
7168,4751798,TROPICAMIDE 1% 2ML OP SOL,            ,637,381.0
7169,4747291,UMECL/VILANT 62.5-25#7INH,            ,637,109.0
7170,4754409,UREA 15GM ORAL PWD PCKT  ,            ,637,34.0
7171,4751285,UREA 20% 85GM CRM        ,            ,637,140.0
7172,4739728,URSODIOL 20MG/1ML PEDPO  ,            ,637,8.0
7173,4709796,URSODIOL 300MG CAP       ,            ,637,59.0
7174,4754258,USTEKIN130MG/26ML SDVJGJW,J3358       ,636,8000.0
7175,4754164,USTEKINUMAB 45MG SYG JWJG,J3357       ,636,20774.55
7176,4712956,VALACYCLOVIR 500MG TAB   ,            ,637,69.0
7177,4754459,VALGANCICLOV 50MG/1ML SUS,            ,637,53.0
7178,4734802,VALGANCICLOVIR 450MG TAB ,            ,637,521.0
7179,4708608,VALPROIC AC 250MG/5ML LIQ,            ,637,572.0
7180,4754458,VALPROIC AC 500MG/10MLLIQ,            ,637,13.0
7181,4707899,VALPROIC AC 500MG/5ML INJ,J3490       ,636,165.95
7182,4721486,VALPROIC ACID 250MG CAP  ,            ,637,9.0
7183,4746129,VALSARTAN 40MG TAB       ,            ,637,35.0
7184,4709945,VALSARTAN 80MG TAB       ,            ,637,38.0
7185,4746608,VANC 1.25GM/D5W 250ML VIA,J3370       ,636,234.0
7186,4754419,VANCO 1.5GM/D5W 250ML VIA,J3370       ,636,153.0
7187,4746590,VANCO 1.5GM/NS 250ML VIA ,J3370       ,636,133.0
7188,4746582,VANCO 1.75GM/NS 500ML PMX,J3370       ,636,114.0
7189,4742417,VANCO 1GM/NS 250ML VIA   ,J3370       ,636,130.0
7190,4746574,VANCO 2GM/NS 500ML VIA   ,J3370       ,636,120.0
7191,4746616,VANCO 750MG/NS 250ML PMX ,J3370       ,636,400.0
7192,4753620,VANCOMY 500MG/NS 100ML PB,J3370       ,636,52.0
7193,4741534,VANCOMYCIN 1GM INJ       ,J3370       ,636,152.64
7194,4745428,VANCOMYCIN 250MG/5ML LIQ ,            ,637,8.0
7195,4717674,VANCOMYCIN 500MG INJ     ,J3370       ,636,77.12
7196,4751442,VANCOMYCIN 500MG INJ     ,J3370       ,636,2054.48
7197,4739736,VANCOMYCIN 50MG/1ML PEDPO,            ,637,25.0
7198,4730131,VANCOMYCIN 5MG/1ML PEDIV ,J3370       ,636,26.0
7199,4751665,VANCOMYCIN 750MG INJ     ,J3370       ,636,43.52
7200,4701447,VARICELLA VAC 0.5ML INJ  ,90716,250,930.08
7201,4718292,VASOPRESSIN 20U/ML 1ML IN,J3490       ,636,1896.58
7202,4714986,VECURONIUM 10MG LYOPH SDV,J3490       ,636,48.0
7203,4705497,VECURONIUM 20MG LYOPH SDV,J3490       ,636,96.0
7204,4754165,VEDOLIZ 300MG/20MLSDVJWJG,J3380       ,636,12110.0
7205,4701975,VENLAFAXINE 25MG TAB     ,            ,637,16.0
7206,4702007,VENLAFAXINE 37.5MG TAB   ,            ,637,17.0
7207,4732459,VENLAFAXINE 75MG TAB     ,            ,637,18.0
7208,4702049,VENLAFAXINE ER 37.5MG CAP,            ,637,65.0
7209,4702031,VENLAFAXINE ER 75MG CAP  ,            ,637,73.0
7210,4725180,VERAPAMIL 120MG TAB      ,            ,637,6.0
7211,4720454,VERAPAMIL 40MG TAB       ,            ,637,4.0
7212,4718557,VERAPAMIL 5MG/2ML 2ML INJ,J3490       ,636,308.64
7213,4716189,VERAPAMIL 80MG TAB       ,            ,637,5.0
7214,4704748,VERAPAMIL ER 120MG TAB   ,            ,637,9.0
7215,4704730,VERAPAMIL ER 180MG TAB   ,            ,637,5.0
7216,4742557,VINBLASTINE 10MG INJ     ,J9360       ,636,319.0
7217,4731907,VIT A 10000IU CAP        ,            ,637,2.0
7218,4714648,VIT A 50000IU/ML 2ML INJ ,J3490       ,636,2008.32
7219,4753828,VIT B COM 100MG(30ML)MDV ,J3490       ,636,26.0
7220,4715165,VIT B COMPLX W C TAB     ,            ,637,2.0
7221,4719811,VIT B1 THIAM 200MG/2MLINJ,J3411       ,636,99.52
7222,4724134,VIT B1(THIAMINE) 100MG   ,            ,637,2.0
7223,4718185,VIT B12 1000MCG/ML 1ML IN,J3420       ,636,37.52
7224,4735585,VIT B12(CYANOCBA) 2500MCG,            ,637,4.0
7225,4717443,VIT B6(PYRIDOX)100MG/ML1M,J3415       ,636,89.92
7226,4742250,VIT B6(PYRIDOX)100MG/ML1M,J3415       ,636,86.32
7227,4724209,VIT B6(PYRIDOXINE) 50MG  ,            ,637,2.0
7228,4708087,VIT C(ASCORB AC)500MG INJ,J3490       ,636,26.0
7229,4716643,VIT C(ASCORB ACID) 1GM IN,J3490       ,636,26.0
7230,4721296,VIT C(ASCORB ACID) 500MG ,            ,637,4.0
7231,4742599,VIT C(ASCORB)100MG/ML 5ML,            ,637,40.0
7232,4741880,VIT D CHOLECALCIF 1KU TAB,            ,637,2.0
7233,4734760,VIT D CHOLECALCIF 400U TB,            ,637,2.0
7234,4729208,VIT D(CALCITRIOL) 0.25MCG,            ,637,10.0
7235,4703237,VIT D(ERGOCALC) 50KIU CAP,            ,637,3.0
7236,4739744,VIT E 15UNIT/0.3ML PEDPO ,            ,637,8.0
7237,4721585,VIT E 400IU CAP          ,            ,637,2.0
7238,4713160,VIT E 60GM TOP           ,            ,637,24.0
7239,4733234,VIT E(TOCOPH) 600IU/12ML ,            ,637,198.0
7240,4748505,VIT K(PHYTONAD)5MG/5MLSOL,            ,637,11.0
7241,4709234,VIT K1(PHYTON)10MG/ML 1ML,J3430       ,636,301.52
7242,4701470,VIT K1(PHYTON)2MG/ML 0.5M,J3430       ,636,37.76
7243,4738167,VORICONAZOLE 200MG INJ   ,J3465       ,636,1432.24
7244,4736914,VORICONAZOLE 200MG TAB   ,            ,637,446.0
7245,4753182,VORICONAZOLE 50MG TAB    ,            ,637,157.0
7246,4754457,VORICONAZOLE200MG/5ML SUS,            ,637,395.0
7247,4745063,WARFARIN 0.5MG TAB       ,            ,637,8.0
7248,4741336,WARFARIN 10MG TAB        ,            ,637,26.0
7249,4706537,WARFARIN 1MG TAB         ,            ,637,15.0
7250,4706594,WARFARIN 2.5MG TAB       ,            ,637,17.0
7251,4706545,WARFARIN 2MG TAB         ,            ,637,16.0
7252,4706602,WARFARIN 3MG TAB         ,            ,637,17.0
7253,4706552,WARFARIN 5MG TAB         ,            ,637,17.0
7254,4718268,WATER BACT 30ML INJ      ,J3490       ,636,10.0
7255,4728341,WATER STERILE 1000ML INJ ,J3490       ,636,54.0
7256,4754053,WATER STERILE 100ML INJ  ,J3490       ,636,54.0
7257,4729083,WATER STERILE 10ML INJ   ,J3490       ,636,26.0
7258,4708418,WATER STERILE 50ML INJ   ,J3490       ,636,26.0
7259,4729984,WITCH HAZEL (40) PAD     ,            ,637,20.0
7260,4737441,ZANAMIVIR 5MG INH DISK   ,            ,637,29.0
7261,4712295,ZIDOVUDINE 100MG CAP     ,            ,637,17.0
7262,4712279,ZIDOVUDINE 10MG/ML 20ML  ,J3485       ,636,243.77
7263,4712303,ZIDOVUDINE 10MG/ML 5ML   ,            ,637,11.0
7264,4751137,ZIDOVUDINE 10MG/ML PEDPO ,            ,637,452.0
7265,4742243,ZIDOVUDINE 300MG TAB     ,            ,637,49.0
7266,4746160,ZINC OXIDE 13% 56GM TOP  ,            ,637,4.0
7267,4732848,ZINC OXIDE 71GM TOP      ,            ,637,53.0
7268,4715140,ZINC SULF 220MG CAP      ,            ,637,2.0
7269,4734315,ZIPRASIDONE 20MG CAP     ,            ,637,113.0
7270,4737037,ZIPRASIDONE 20MG INJ     ,J3486       ,636,98.0
7271,4740551,ZIPRASIDONE 80MG CAP     ,            ,637,137.0
7272,4733754,ZOLEDRONIC AC 5MG/1DL SDV,J3489       ,636,9456.0
7273,4735221,ZOLEDRONIC ACID 4MG SDV  ,J3489       ,636,3360.0
7274,4703476,ZOLPIDEM TART 5MG TAB    ,            ,637,44.0
7275,4753240,ZONISAMIDE 50MG CAP      ,            ,637,9.0
7276,4725941,ALDESLEUKIN 22MIL UNITJG ,J9015       ,636,8000.0
7277,4702809,CYCLOPHOSPHAMIDE 25MG TAB,J8530       ,636,23.0
7278,4702791,CYCLOPHOSPHAMIDE 50MG TAB,J8530       ,636,41.0
7279,4737201,EPIRUBICIN 2MG/ML 1ML INJ,J9178       ,636,63.0
7280,4720314,ETOPOSID 10MG(500MG)MDV  ,J9181       ,636,90.0
7281,4737532,ETOPOSIDE 50MG CAPJG     ,J8560       ,636,567.0
7282,4723730,FLUDARABINE 50MG PWDR INJ,J9185       ,636,2937.0
7283,4700738,FLUOROURACIL 500MG/10MLVL,J9190       ,636,63.0
7284,4732384,GOSERELIN ACE 3.6MG INJJG,J9202       ,636,6099.0
7285,4729786,IFOSFAMIDE 1GM INJ       ,J9208       ,636,558.0
7286,4735965,INTERFERON GAMMA 1B 2MIU ,J9216       ,637,1966.0
7287,4702627,IRINOTECAN 100MG/5ML SDV ,J9206       ,636,339.0
7288,4715439,LEUPROL 7.5MG 1MTH IMKTJG,J9217       ,636,8000.0
7289,4733473,LEUPROLIDE ACET 5MG INJ  ,J9218       ,637,3083.0
7290,4712253,MELPHALAN 2MG TAB        ,J8600       ,636,92.0
7291,4730537,MESNA 100MG/ML 2ML INJ   ,J9209       ,636,490.0
7292,4727145,METHOTREXATE 2.5MG TAB   ,J8610       ,636,33.0
7293,4726121,MITOMYCIN 5MG INJJG      ,J9280       ,636,1031.0
7294,4726659,MITOXANT PF5MG(20MG)MDVJG,J9293       ,636,3083.0
7295,4702940,PACLITAX 100MG/16.7ML SDV,J9267       ,636,4676.0
7296,4702932,PACLITAXEL 1MG(30MG)MDV  ,J9267       ,636,162.0
7297,4735726,PEGASPAR 3750IU/5ML INJJG,J9266       ,636,20201.0
7298,4738613,TEMOZOLOMIDE 100MG CAP   ,J8700       ,636,2021.0
7299,4738712,TEMOZOLOMIDE 20MG CAP    ,J8700       ,636,513.0
7300,4738720,TEMOZOLOMIDE 5MG CAP     ,J8700       ,636,95.0
7301,4726667,THIOTEPA 15MG INJJG      ,J9340       ,636,8000.0
7302,4701660,TOPOTECAN HCL 4MG SDV    ,J9351       ,636,8000.0
7303,4727541,VINCRISTINE 1MG/1ML INJ  ,J9370       ,636,66.0
7304,4712899,VINORELBINE 10MG/1ML INJ ,J9390       ,636,156.0
7305,4739165,DIPHENHYDRAM 50MG/1ML INJ,J1200       ,636,26.0
7306,1801703,AEROSOL INH PENTAMIDIN TX,94642,412,436.0
7307,1802248,ARTERIAL CATH/CANN PERC  ,36620,761,553.0
7308,1802180,ARTERIAL PUNCTURE        ,36600,761,528.0
7309,1801166,BLAND AERO TX INIT EA DAY,94640,412,376.0
7310,1801489,BLAND AERO TX SUBSEQUENT ,9464076,412,376.0
7311,1802115,CARBOXYH QN TRNSC/DAY    ,88740,305,78.0
7312,1801562,CPAP/BIPAP OSA INIT/DAY  ,94660,410,3474.0
7313,1801968,CPAP/BIPAP VENT INIT/DAY ,94660,410,9389.0
7314,1801224,DEMO/EVAL INHALATION TX  ,94664,410,556.0
7315,1802099,DIFFUSING CAPACITY       ,94729,460,1109.0
7316,1802255,ECMO ART MANAGE EA DAY   ,            ,360,5416.0
7317,1802230,ECMO VENOUS MANAGE EA DAY,            ,360,5416.0
7318,1802214,ECMO/ECLS ARTERIAL INIT  ,            ,360,9695.0
7319,1802198,ECMO/ECLS VENOUS INIT    ,            ,360,9695.0
7320,1802057,GAS DILUTION LUNG VOLUME ,94727,460,753.0
7321,1802297,HAST W O2 TITRATION      ,94453,460,476.0
7322,1802271,HIGH ALTITUDE SIMULATION ,94452,460,414.0
7323,1802032,INH TX CONT EA ADD HR    ,94645,412,299.0
7324,1802008,INH TX CONTINOUS 1ST HR  ,94644,412,484.0
7325,1800945,INH TX EA SUBSEQ TX/DAY  ,9464076,412,476.0
7326,1800929,INH TX INIT W VENT/DAY   ,94640,412,514.0
7327,1801513,INH TX INITIAL EA DAY    ,94640,412,514.0
7328,1801190,INH TX SUBSEQUENT W VENT ,9464076,412,476.0
7329,1800168,INTUBATION ET EMERGENCY  ,            ,410,801.0
7330,1802131,LACTATE/LACTIC ACID POC  ,83605,301,749.0
7331,1801695,MANIPULAT CHEST WALL INIT,94667,410,440.0
7332,1801943,MANIPULAT CHEST WALL SUB ,94668,410,393.0
7333,1802156,MECHANIC CHEST WALL OSCIL,94669,410,229.0
7334,1802172,MIP/MEP ASSESS           ,94799,460,199.0
7335,1801794,NITRC OX EXP GAS DETERMN ,95012,460,318.0
7336,1802073,OSCILLMTRY AIRWY RESIST  ,94728,460,696.0
7337,1802016,PLETHYSMOGRAPHY LUNG VOL ,94726,460,941.0
7338,1802107,PULSE OX CONTIN OVERNIGHT,94762,460,3790.0
7339,1801653,PULSE OX MULTI W EXERCISE,94761,460,758.0
7340,8016909,PULSE OX SINGLE DETERMIN ,94760,460,493.0
7341,1802313,SLEEP UNATTEN W RESP EFFT,95806,920,1815.0
7342,1801257,TOBACCO COUNSELING >10MIN,99407,942,116.0
7343,1800978,TOBACCO COUNSELING 3-10MN,99406,942,56.0
7344,1801133,TRACH TUBE CHG NO FISTULA,            ,410,523.0
7345,1800754,TRANSCUT MONITOR INITIAL ,94799,460,199.0
7346,1800887,VENT INIT DAY INVASIVE   ,94002,410,8572.0
7347,1801851,VENT INITIAL DAY HFV     ,94002,410,8572.0
7348,1800846,VENT SUBSEQ DAY INVASIVE ,94003,410,8164.0
7349,1801877,VENT SUBSEQUENT DAY HFV  ,94003,410,8164.0
7350,1800788,VITAL CAPACITY TOTAL     ,94150,460,221.0
7351,1800093,BLOOD GAS PH PCO2 PO2    ,82803,301,501.0
7352,1801927,BLOOD GAS PH POC         ,82800,301,1003.0
7353,1801810,CALCIUM IONIZED POC      ,82330,301,249.68
7354,8000093,BRNCHSPASM EVAL PRE/POST ,94060,460,1222.0
7355,8000283,INH BRONCH CHAL W HISTAMI,95070,924,1934.0
7356,8000291,MAXIMUM BREATHING CAP MVV,94200,460,212.0
7357,8000200,RESP FLOW VOLUME LOOP    ,94375,460,604.0
7358,8000069,SPIROMETRY               ,94010,460,557.0
7359,1900158,APHERESIS PLASM THERAPEUT,36514,361,7137.0
7360,1900026,DIALY CONT CYL PERIT CCPD,90945,831,1569.0
7361,1900075,DIALY CONT RENAL REP CRRT,90945,831,2706.0
7362,1900067,DIALYSIS OP ESRD EMER    ,G0257       ,829,2538.0
7363,1900042,HEMODIALY IP/NON ESRD OP ,90935,829,2340.0
7364,2020043,ANCHOR/SCREW 561X-730    ,C1713       ,278,3218.0
7365,2001824,ANESTH GENERAL 1ST 30MIN ,            ,370,2045.0
7366,2001857,ANESTH GENERAL ADDL 15MIN,            ,370,614.0
7367,2001881,ANESTH MAC/REG 1ST 30MIN ,            ,370,1389.0
7368,2001915,ANESTH MAC/REG ADDL 15MIN,            ,370,420.0
7369,2002723,BRONCH/OTHER PROC ADD 10M,            ,360,729.0
7370,2002681,BRONCH/OTHER PROC TO 20MN,            ,360,6392.0
7371,2020036,CATH DRAINAGE 115X-150   ,C1729       ,272,663.0
7372,2020464,CATH DRAINAGE 195X-254   ,C1729       ,272,1121.0
7373,2020051,CATH NONVAS DIL 150X-195 ,C1726       ,278,862.0
7374,2020052,CATH NONVAS DIL 195X-254 ,C1726       ,278,1121.0
7375,2020053,CATH NONVAS DIL 254X-331 ,C1726       ,278,1460.0
7376,2020050,CATH NONVAS DIL 88X-115  ,C1726       ,278,508.0
7377,2020465,CATH OTHER 10-13         ,            ,272,60.0
7378,2020037,CATH OTHER 67X-88        ,            ,272,389.0
7379,2020466,CATH PTA NLASR 254X-331  ,C1725       ,278,1460.0
7380,2020035,CLOSURE IMPLNT 2087X-2714,            ,278,11957.0
7381,2002848,COLONOSCOPY DIAGNOSTIC   ,            ,750,2473.0
7382,2002483,ENDO PROC ADDL 10 MIN    ,            ,750,561.0
7383,2002665,ENDO PROC UP TO 20 MIN   ,            ,750,4823.0
7384,2002780,ENDO SMALL INTESTINE DIAG,            ,750,4943.0
7385,2020056,GASTRO IMP 115X-150      ,C1889       ,278,663.0
7386,2020054,GASTRO IMP 23X-30        ,C1889       ,278,135.0
7387,2020468,GASTRO IMP 254X-331      ,C1889       ,278,1460.0
7388,2020467,GASTRO IMP 30X-39        ,C1889       ,278,175.0
7389,2020055,GASTRO IMP 88X-115       ,C1889       ,278,508.0
7390,2020469,GUIDEWIRE 115X-150       ,C1769       ,278,663.0
7391,2020032,GUIDEWIRE 150X-195       ,C1769       ,278,862.0
7392,2020033,GUIDEWIRE 195X-254       ,C1769       ,278,1121.0
7393,2020034,GUIDEWIRE 254X-331       ,C1769       ,278,1460.0
7394,2020031,GUIDEWIRE 88X-115        ,C1769       ,278,508.0
7395,2020980,HEMOSTATIC GI 2087X-2714 ,C1052       ,278,11957.0
7396,2020470,ICD NOT S/D 17861X-19647 ,C1882       ,278,93395.0
7397,2001725,IMAG GI TRC INTRALUM ILEU,91110,750,5271.0
7398,2020471,INST/SUPP NONST 23X-30   ,            ,271,135.0
7399,2020057,INST/SUPP STERL 10-13    ,            ,272,60.0
7400,2020066,INST/SUPP STERL 115X-150 ,            ,272,663.0
7401,2020058,INST/SUPP STERL 13X-17   ,            ,272,75.0
7402,2020067,INST/SUPP STERL 150X-195 ,            ,272,862.0
7403,2020059,INST/SUPP STERL 17X-23   ,            ,272,100.0
7404,2020381,INST/SUPP STERL 195X-254 ,            ,272,1121.0
7405,2020060,INST/SUPP STERL 23X-30   ,            ,272,135.0
7406,2020069,INST/SUPP STERL 254X-331 ,            ,272,1460.0
7407,2020061,INST/SUPP STERL 30X-39   ,            ,272,175.0
7408,2020070,INST/SUPP STERL 331X-431 ,            ,272,1898.0
7409,2020386,INST/SUPP STERL 39X-51   ,            ,272,225.0
7410,2020071,INST/SUPP STERL 431X-561 ,            ,272,2471.0
7411,2020063,INST/SUPP STERL 51X-67   ,            ,272,294.0
7412,2020064,INST/SUPP STERL 67X-88   ,            ,272,389.0
7413,2020390,INST/SUPP STERL 730X-949 ,            ,272,4184.0
7414,2020065,INST/SUPP STERL 88X-115  ,            ,272,508.0
7415,2020073,INST/SUPP STERL1234X-1605,            ,272,7072.0
7416,2020472,INTRO EP FC NPL 431X-561 ,C1893       ,278,2471.0
7417,2020038,INTRO SHTH OTH 39X-51    ,C1894       ,278,225.0
7418,2020393,KIT/PACK DISP 150X-195   ,            ,272,862.0
7419,2020473,LEAD ICD SNGL 2714X-3529 ,C1777       ,278,15548.0
7420,2020474,LEAD LT VENTRC 1234X-1605,C1900       ,275,7072.0
7421,2001949,LOCAL ANESTHESIA         ,            ,370,754.0
7422,2002053,MANOMETRY ANORECTAL      ,91122,750,1253.0
7423,2002335,MOD SED ENDO=>5YR 1ST 15M,G0500       ,370,371.0
7424,2002368,MOD SEDAT =>5YRS 1ST 15M ,99152,370,424.0
7425,2002038,MODERATE SEDAT ADD 15MIN ,99153,370,393.0
7426,2020475,NON JOINT IMP 331X-431   ,C1889       ,278,1898.0
7427,2002939,PREP FEC MICROB W INSTILL,G0455       ,750,2619.0
7428,2002954,PREP FEC MICROB W INSTILL,G0455       ,750,2619.0
7429,2002921,REMOVAL GTUBE/TRACH CHNG ,99211,761,1310.0
7430,2002814,SIGMOID FLEX DIAGNOSTIC  ,            ,750,2473.0
7431,2020478,STENT COV W 17861X-19647 ,C1874       ,278,93395.0
7432,2020044,STENT COV W 2087X-2714   ,C1874       ,278,11957.0
7433,2020476,STENT COV W 3529X-4588   ,C1874       ,278,20214.0
7434,2020477,STENT COV W 4588X-5965   ,C1874       ,278,26280.0
7435,2020479,STENT COV W 7755X-10082  ,C1874       ,278,44417.0
7436,2020045,STENT NCOV W 1605X-2087  ,C1876       ,278,9194.0
7437,2020046,STENT NCOV W 2087X-2714  ,C1876       ,278,11957.0
7438,2020041,STENT NONCOR W 115X-150  ,C2625       ,278,663.0
7439,2020042,STENT NONCOR W 150X-195  ,C2625       ,278,862.0
7440,2020480,STENT NONCOR W 88X-115   ,C2625       ,278,508.0
7441,2020049,STENT NONCOR WO 150X-195 ,C2617       ,278,862.0
7442,2020047,STENT NONCOR WO 51X-67   ,C2617       ,278,294.0
7443,2020048,STENT NONCOR WO 67X-88   ,C2617       ,278,389.0
7444,2001519,STUDY ESOPHAGEAL MOTILITY,91010,750,3383.0
7445,2002426,TST ESOPH FUNC IMPED <1HR,91037,750,860.0
7446,2002459,TST ESOPH FUNC IMPED >1HR,91038,750,1538.0
7447,2001782,TST GASTR REFLUX MUC ELEC,91035,750,3823.0
7448,2020039,VASCULAR IMP 195X-254    ,C1889       ,278,1121.0
7449,2020040,VASCULAR IMP 431X-561    ,C1889       ,278,2471.0
7450,2020481,VASCULAR IMP 730X-949    ,C1889       ,278,4184.0
7451,8305948,PT ASMT ASSISTIVE TECH 15,97755GP     ,420,76.0
7452,8303794,PT CB CPX WHEELCHAIR EVAL,            ,424,1643.0
7453,8303760,PT CB SIM WHEELCHAIR EVAL,            ,424,701.0
7454,8311219,PT CCA AQUATIC THER EA 15,            ,420,56.0
7455,8304230,PT CCA EVAL 1X EACH 6 MON,            ,424,118.0
7456,8311128,PT CCA EXERCISE THER EA15,            ,420,44.0
7457,8311177,PT CCA GAIT TRAINING EA15,            ,420,39.0
7458,8311243,PT CCA MANUAL THER EA 15 ,            ,420,25.0
7459,8311292,PT CCA NEUROMU RE-ED EA15,            ,420,44.0
7460,8311383,PT CCA SELFCARE/HOME EA15,            ,420,47.0
7461,8311367,PT CCA THER ACTIVITI EA15,            ,420,47.0
7462,8310245,PT EVAL HIGH COMPLEX 45MN,97163GP     ,424,1319.0
7463,8310641,PT EVAL HIGH COMPLEX 60MN,97163GP     ,424,1758.0
7464,8310666,PT EVAL HIGH COMPLEX 75MN,97163GP     ,424,2198.0
7465,8310682,PT EVAL HIGH COMPLEX 90MN,97163GP     ,424,2637.0
7466,8310203,PT EVAL LOW COMPLEX 15 MN,97161GP     ,424,293.0
7467,8310542,PT EVAL LOW COMPLEX 30 MN,97161GP     ,424,586.0
7468,8310583,PT EVAL LOW COMPLEX 45 MN,97161GP     ,424,879.0
7469,8310229,PT EVAL MOD COMPLEX 30 MN,97162GP     ,424,733.0
7470,8310609,PT EVAL MOD COMPLEX 45 MN,97162GP     ,424,1099.0
7471,8310625,PT EVAL MOD COMPLEX 60 MN,97162GP     ,424,1465.0
7472,8300709,PT EXERCISE THR EA 15    ,97110GP     ,420,444.0
7473,8306698,PT IONTOPHORESIS EA 15   ,97033GP     ,420,447.0
7474,8304180,PT MC AQUATIC THR ADD 15 ,            ,420,220.0
7475,8304164,PT MC AQUATIC THR INI 30 ,            ,420,445.0
7476,8310781,PT MC COM/WK REINT ADD 15,            ,420,78.0
7477,8310765,PT MC COM/WK REINT INI 30,            ,420,157.0
7478,8305583,PT MC EVALUATION ADD 15  ,            ,424,178.0
7479,8307084,PT MC EVALUATION INI 30  ,            ,424,449.0
7480,8310823,PT MC EXERCISE THR ADD 15,            ,420,126.0
7481,8310807,PT MC EXERCISE THR INI 30,            ,420,502.0
7482,8310955,PT MC FIT/TRN ORTH ADD 15,            ,420,252.0
7483,8310930,PT MC FIT/TRN ORTH INI 30,            ,420,505.0
7484,8310815,PT MC GAIT TRAIN ADD 15  ,            ,420,232.0
7485,8310831,PT MC GAIT TRAIN INI 30  ,            ,420,464.0
7486,8310864,PT MC IONTOPHORES ADD 15 ,            ,420,126.0
