,Procedure #,Procedure Description,CPT/HCPC,Charge,Blue Cross Charge,United Health Charge,Providence Charge,Aetna Charge,Cigna Charge,Moda Charge,First Choice Health Charge,First Choice Health - GSH Charge,EOCCO OP Charge,EOCCO IP Charge,Valenz Health Charge,Pacific Source Charge,PHCS Charge,MODA Advantage OP Charge,De-Identified Minimum Charge,De-Identified Maximum Charge
4850,HGS28930,HGS NASAL PAC W/GEL KNIT 9.0MM,,173.0,155.70000000000002,155.70000000000002,164.35,164.35,164.35,164.35,160.89000000000001,103.8,64.01,148.78,167.81,164.35,164.35,76.293,64.01,167.81
4851,HGS48601,HGS NASOPHARYNGEAL ASP COLL SYR,,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,15.17,35.26,39.769999999999996,38.949999999999996,38.949999999999996,18.081,15.17,39.769999999999996
4852,HGS51241,HGS NEBULIZER 500 ML PREFILLED,,19.0,17.1,17.1,18.05,18.05,18.05,18.05,17.67,11.4,7.03,16.34,18.43,18.05,18.05,8.379,7.03,18.43
4853,HGS43063,"HGS NEBULIZER, AVA W/T RESERVOIR",,17.0,15.3,15.3,16.15,16.15,16.15,16.15,15.81,10.2,6.29,14.62,16.49,16.15,16.15,7.497,6.29,16.49
4854,HGS49116,HGS NEEDLE 22 X 1 HUBER PORT,,11.0,9.9,9.9,10.45,10.45,10.45,10.45,10.23,6.6,4.07,9.459999999999999,10.67,10.45,10.45,4.851,4.07,10.67
4855,HGS48140,HGS NEEDLE CLAVE FREE SITE 1195601,,6.0,5.4,5.4,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.58,3.5999999999999996,2.2199999999999998,5.16,5.82,5.699999999999999,5.699999999999999,2.6460000000000004,2.2199999999999998,5.82
4856,HGS49182,HGS NEEDLE SPINAL 18 X 3.5,,13.0,11.700000000000001,11.700000000000001,12.35,12.35,12.35,12.35,12.09,7.8,4.81,11.18,12.61,12.35,12.35,5.7330000000000005,4.81,12.61
4857,HGS48861,HGS NEEDLE SPINAL 20 G X 7 INCH,,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,5.55,12.9,14.549999999999999,14.25,14.25,6.615,5.55,14.549999999999999
4858,HGS49183,HGS NEEDLE SPINAL 20 X 3.5,,13.0,11.700000000000001,11.700000000000001,12.35,12.35,12.35,12.35,12.09,7.8,4.81,11.18,12.61,12.35,12.35,5.7330000000000005,4.81,12.61
4859,HGS49184,HGS NEEDLE SPINAL 22 X 3.5,,13.0,11.700000000000001,11.700000000000001,12.35,12.35,12.35,12.35,12.09,7.8,4.81,11.18,12.61,12.35,12.35,5.7330000000000005,4.81,12.61
4860,HGS48600,HGS NEEDLE SPINAL 22X7,,31.0,27.900000000000002,27.900000000000002,29.45,29.45,29.45,29.45,28.830000000000002,18.599999999999998,11.47,26.66,30.07,29.45,29.45,13.671,11.47,30.07
4861,ZZZHGS49180,HGS NEEDLE SPINAL 26 X 3.5,,20.0,18.0,18.0,19.0,19.0,19.0,19.0,18.6,12.0,7.4,17.2,19.4,19.0,19.0,8.82,7.4,19.4
4862,HGS48681,HGS OMNI CUP PALM PUMP VAC 6000M,,165.0,148.5,148.5,156.75,156.75,156.75,156.75,153.45000000000002,99.0,61.05,141.9,160.04999999999998,156.75,156.75,72.765,61.05,160.04999999999998
4863,HGS43036,HGS ONE STEP ADULT ELECTRODE,,24.0,21.6,21.6,22.799999999999997,22.799999999999997,22.799999999999997,22.799999999999997,22.32,14.399999999999999,8.879999999999999,20.64,23.28,22.799999999999997,22.799999999999997,10.584000000000001,8.879999999999999,23.28
4864,HGS33466,HGS OPTICELL AG+ .75X18IN,,65.0,58.5,58.5,61.75,61.75,61.75,61.75,60.45,39.0,24.05,55.9,63.05,61.75,61.75,28.665000000000003,24.05,63.05
4865,HGS30906,HGS OPTICELL WOUND DRESSING,,11.0,9.9,9.9,10.45,10.45,10.45,10.45,10.23,6.6,4.07,9.459999999999999,10.67,10.45,10.45,4.851,4.07,10.67
4866,HGS30258,HGS OPTIFLOW NASAL CANNULA SMALL,,128.0,115.2,115.2,121.6,121.6,121.6,121.6,119.04,76.8,47.36,110.08,124.16,121.6,121.6,56.448,47.36,124.16
4867,HGS33832,HGS OPTIFOAM GENTLE 4X4 W/BORDER,,25.0,22.5,22.5,23.75,23.75,23.75,23.75,23.25,15.0,9.25,21.5,24.25,23.75,23.75,11.025,9.25,24.25
4868,HGS30318,HGS OPTIFOAM GENTLE BRDR PADS,,18.0,16.2,16.2,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998,16.740000000000002,10.799999999999999,6.66,15.48,17.46,17.099999999999998,17.099999999999998,7.938,6.66,17.46
4869,HGS33738,HGS OPTIFOAM GENTLE NO BORDER 4X4,,30.0,27.0,27.0,28.5,28.5,28.5,28.5,27.900000000000002,18.0,11.1,25.8,29.099999999999998,28.5,28.5,13.23,11.1,29.099999999999998
4870,HGS33880,"HGS OPTIFOAM GENTLE SA, BRDR 4X4",,26.0,23.400000000000002,23.400000000000002,24.7,24.7,24.7,24.7,24.18,15.6,9.62,22.36,25.22,24.7,24.7,11.466000000000001,9.62,25.22
4871,HGS48561,HGS OXISEN/REFURB ADULT D-25,,29.0,26.1,26.1,27.549999999999997,27.549999999999997,27.549999999999997,27.549999999999997,26.970000000000002,17.4,10.73,24.94,28.13,27.549999999999997,27.549999999999997,12.789,10.73,28.13
4872,HGS48676,HGS OXISEN/REFURB INFANT I-20,,30.0,27.0,27.0,28.5,28.5,28.5,28.5,27.900000000000002,18.0,11.1,25.8,29.099999999999998,28.5,28.5,13.23,11.1,29.099999999999998
4873,HGS26450,HGS OXISENSOR 02 ADULT,,53.0,47.7,47.7,50.349999999999994,50.349999999999994,50.349999999999994,50.349999999999994,49.29,31.799999999999997,19.61,45.58,51.41,50.349999999999994,50.349999999999994,23.372999999999998,19.61,51.41
4874,HGS26453,HGS OXISENSOR 02 INFANT,,67.0,60.300000000000004,60.300000000000004,63.65,63.65,63.65,63.65,62.31,40.199999999999996,24.79,57.62,64.99,63.65,63.65,29.547,24.79,64.99
4875,HGS26451,HGS OXISENSOR 02 NEONATAL,,67.0,60.300000000000004,60.300000000000004,63.65,63.65,63.65,63.65,62.31,40.199999999999996,24.79,57.62,64.99,63.65,63.65,29.547,24.79,64.99
4876,HGS26452,HGS OXISENSOR 02 PEDI,,53.0,47.7,47.7,50.349999999999994,50.349999999999994,50.349999999999994,50.349999999999994,49.29,31.799999999999997,19.61,45.58,51.41,50.349999999999994,50.349999999999994,23.372999999999998,19.61,51.41
4877,HGS51245,HGS OXISENSOR D25 SA02,,60.0,54.0,54.0,57.0,57.0,57.0,57.0,55.800000000000004,36.0,22.2,51.6,58.199999999999996,57.0,57.0,26.46,22.2,58.199999999999996
4878,HGS48660,HGS OXISENSOR NEONATAL REFURB N-25,,29.0,26.1,26.1,27.549999999999997,27.549999999999997,27.549999999999997,27.549999999999997,26.970000000000002,17.4,10.73,24.94,28.13,27.549999999999997,27.549999999999997,12.789,10.73,28.13
4879,HGS48771,HGS OXISENSOR PEDS 02 TRANS  D20,,61.0,54.9,54.9,57.949999999999996,57.949999999999996,57.949999999999996,57.949999999999996,56.730000000000004,36.6,22.57,52.46,59.17,57.949999999999996,57.949999999999996,26.901,22.57,59.17
4880,HGS29975,HGS OXY MASK L.F,,23.0,20.7,20.7,21.849999999999998,21.849999999999998,21.849999999999998,21.849999999999998,21.39,13.799999999999999,8.51,19.78,22.31,21.849999999999998,21.849999999999998,10.143,8.51,22.31
4881,HGS51302,HGS OXYGEN 25 FOOT CONNECTING TUBE,,20.0,18.0,18.0,19.0,19.0,19.0,19.0,18.6,12.0,7.4,17.2,19.4,19.0,19.0,8.82,7.4,19.4
4882,HGS51305,HGS OXYGEN HOOD DISPOSABLE,,40.0,36.0,36.0,38.0,38.0,38.0,38.0,37.2,24.0,14.8,34.4,38.8,38.0,38.0,17.64,14.8,38.8
4883,HGS51226,HGS OXYGEN HOOD INITIAL,,44.0,39.6,39.6,41.8,41.8,41.8,41.8,40.92,26.4,16.28,37.839999999999996,42.68,41.8,41.8,19.404,16.28,42.68
4884,HGS49160,HGS PACK 4 PACK STERILE DISP TOWEL,,14.0,12.6,12.6,13.299999999999999,13.299999999999999,13.299999999999999,13.299999999999999,13.020000000000001,8.4,5.18,12.04,13.58,13.299999999999999,13.299999999999999,6.174,5.18,13.58
4885,HGS38974,HGS PACK CT INJECTOR SYRINGE,,25.0,22.5,22.5,23.75,23.75,23.75,23.75,23.25,15.0,9.25,21.5,24.25,23.75,23.75,11.025,9.25,24.25
4886,HGS48795,HGS PACKING DRAWSTRING MEROCEL,,173.0,155.70000000000002,155.70000000000002,164.35,164.35,164.35,164.35,160.89000000000001,103.8,64.01,148.78,167.81,164.35,164.35,76.293,64.01,167.81
4887,HGS49092,HGS PAD EGG CRATE FOAM MATTRESS,,70.0,63.0,63.0,66.5,66.5,66.5,66.5,65.10000000000001,42.0,25.9,60.199999999999996,67.89999999999999,66.5,66.5,30.87,25.9,67.89999999999999
4888,HGS49249,HGS PAD THERMAL 15X22,,27.0,24.3,24.3,25.65,25.65,25.65,25.65,25.110000000000003,16.2,9.99,23.22,26.189999999999998,25.65,25.65,11.907,9.99,26.189999999999998
4889,HGS49248,HGS PAD THERMAL 18X27,,32.0,28.8,28.8,30.4,30.4,30.4,30.4,29.76,19.2,11.84,27.52,31.04,30.4,30.4,14.112,11.84,31.04
4890,HGS48605,HGS PADS BREAST SOOTHIES GEL,,57.0,51.300000000000004,51.300000000000004,54.15,54.15,54.15,54.15,53.010000000000005,34.199999999999996,21.09,49.019999999999996,55.29,54.15,54.15,25.136999999999997,21.09,55.29
4891,HGS49192,HGS PASTE STOMAHESIVE 2 OZ,,32.0,28.8,28.8,30.4,30.4,30.4,30.4,29.76,19.2,11.84,27.52,31.04,30.4,30.4,14.112,11.84,31.04
4892,HGS33342,HGS PERSONAL FIT BREASTSHIELD 30MM,,34.0,30.6,30.6,32.3,32.3,32.3,32.3,31.62,20.4,12.58,29.24,32.98,32.3,32.3,14.994,12.58,32.98
4893,HGS49221,HGS PICC IV LINE 4 FR,,1028.0,925.2,925.2,976.5999999999999,976.5999999999999,976.5999999999999,976.5999999999999,956.0400000000001,616.8,380.36,884.08,997.16,976.5999999999999,976.5999999999999,453.348,380.36,997.16
4894,HGS49175,HGS PICC LINE GROSHONG TRAY 5 FR,,957.0,861.3000000000001,861.3000000000001,909.15,909.15,909.15,909.15,890.01,574.1999999999999,354.09,823.02,928.29,909.15,909.15,422.03700000000003,354.09,928.29
4895,HGS48641,HGS PICC LINE STATLOC F VCD,,40.0,36.0,36.0,38.0,38.0,38.0,38.0,37.2,24.0,14.8,34.4,38.8,38.0,38.0,17.64,14.8,38.8
4896,HGS34947,HGS PICC SOLO 4FR SGL W/SURLOCK,,1136.0,1022.4,1022.4,1079.2,1079.2,1079.2,1079.2,1056.48,681.6,420.32,976.96,1101.92,1079.2,1079.2,500.976,420.32,1101.92
4897,HGS35027,HGS PICC SOLO 5FR DBL W/SHERLOCK,,926.0,833.4,833.4,879.6999999999999,879.6999999999999,879.6999999999999,879.6999999999999,861.1800000000001,555.6,342.62,796.36,898.22,879.6999999999999,879.6999999999999,408.366,342.62,898.22
4898,HGS43013,"HGS PLEURX, PERITONEAL STARTER KIT",,892.0,802.8000000000001,802.8000000000001,847.4,847.4,847.4,847.4,829.5600000000001,535.1999999999999,330.04,767.12,865.24,847.4,847.4,393.372,330.04,865.24
4899,HGS35550,HGS POSITIONER HEAD SUPINE CONTOUR,,278.0,250.20000000000002,250.20000000000002,264.09999999999997,264.09999999999997,264.09999999999997,264.09999999999997,258.54,166.79999999999998,102.86,239.07999999999998,269.65999999999997,264.09999999999997,264.09999999999997,122.598,102.86,269.65999999999997
4900,HGS48975,HGS POUCH SUSPENSORY LARGE,,49.0,44.1,44.1,46.55,46.55,46.55,46.55,45.57,29.4,18.13,42.14,47.53,46.55,46.55,21.608999999999998,18.13,47.53
4901,HGS37977,HGS POWERGLIDE 20G X 8CM FULL KIT,,426.0,383.40000000000003,383.40000000000003,404.7,404.7,404.7,404.7,396.18,255.6,157.62,366.36,413.21999999999997,404.7,404.7,187.86599999999999,157.62,413.21999999999997
4902,HGS37978,HGS POWERGLIDE PICC 20GX10CM BASIC,,255.0,229.5,229.5,242.25,242.25,242.25,242.25,237.15,153.0,94.35,219.29999999999998,247.35,242.25,242.25,112.455,94.35,247.35
4903,HGS37979,HGS POWERGLIDE PICC 20GX10CM KIT,,430.0,387.0,387.0,408.5,408.5,408.5,408.5,399.90000000000003,258.0,159.1,369.8,417.09999999999997,408.5,408.5,189.63,159.1,417.09999999999997
4904,HGS26548,HGS POWERLOC INF SET 20G X 1IN,,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,15.17,35.26,39.769999999999996,38.949999999999996,38.949999999999996,18.081,15.17,39.769999999999996
4905,HGS26547,HGS POWERLOC INF SET 20GAX1.5,,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,15.17,35.26,39.769999999999996,38.949999999999996,38.949999999999996,18.081,15.17,39.769999999999996
4906,HGS37980,HGS POWERPICC DOUBLE LUMEN,,1092.0,982.8000000000001,982.8000000000001,1037.3999999999999,1037.3999999999999,1037.3999999999999,1037.3999999999999,1015.5600000000001,655.1999999999999,404.04,939.12,1059.24,1037.3999999999999,1037.3999999999999,481.572,404.04,1059.24
4907,HGS30749,HGS POWERPICC SOLO 4FR SL 18G,,813.0,731.7,731.7,772.3499999999999,772.3499999999999,772.3499999999999,772.3499999999999,756.09,487.79999999999995,300.81,699.18,788.61,772.3499999999999,772.3499999999999,358.533,300.81,788.61
4908,HGS34551,HGS PREVENA SYSTEM 13CM PEEL&PLACE,,1684.0,1515.6000000000001,1515.6000000000001,1599.8,1599.8,1599.8,1599.8,1566.1200000000001,1010.4,623.08,1448.24,1633.48,1599.8,1599.8,742.644,623.08,1633.48
4909,HGS48680,HGS PRO CUP PALM PUMP VAC 6000S,,165.0,148.5,148.5,156.75,156.75,156.75,156.75,153.45000000000002,99.0,61.05,141.9,160.04999999999998,156.75,156.75,72.765,61.05,160.04999999999998
4910,HGS49114,HGS PROTECTOR PADDED HEEL OR ELBOW,,25.0,22.5,22.5,23.75,23.75,23.75,23.75,23.25,15.0,9.25,21.5,24.25,23.75,23.75,11.025,9.25,24.25
4911,HGS48059,HGS PUMP & SET PATIENT-CONTROL ANA,,58.0,52.2,52.2,55.099999999999994,55.099999999999994,55.099999999999994,55.099999999999994,53.940000000000005,34.8,21.46,49.88,56.26,55.099999999999994,55.099999999999994,25.578,21.46,56.26
4912,HGS48875,HGS PUMP RENTAL PLEXIPULSE FOOT/C,,219.0,197.1,197.1,208.04999999999998,208.04999999999998,208.04999999999998,208.04999999999998,203.67000000000002,131.4,81.03,188.34,212.43,208.04999999999998,208.04999999999998,96.579,81.03,212.43
4913,HGS49129,HGS PUMP/SET ENTERAL FEEDING,,14.0,12.6,12.6,13.299999999999999,13.299999999999999,13.299999999999999,13.299999999999999,13.020000000000001,8.4,5.18,12.04,13.58,13.299999999999999,13.299999999999999,6.174,5.18,13.58
4914,HGS33801,HGS QWICK NON ADH. WOUND DRESSING,,10.0,9.0,9.0,9.5,9.5,9.5,9.5,9.3,6.0,3.7,8.6,9.7,9.5,9.5,4.41,3.7,9.7
4915,HGS30262,HGS REACHER MULTI PIK LOCKING,,53.0,47.7,47.7,50.349999999999994,50.349999999999994,50.349999999999994,50.349999999999994,49.29,31.799999999999997,19.61,45.58,51.41,50.349999999999994,50.349999999999994,23.372999999999998,19.61,51.41
4916,HGS35305,HGS REDUCTION KT LOW LEG REG STND,,474.0,426.6,426.6,450.29999999999995,450.29999999999995,450.29999999999995,450.29999999999995,440.82000000000005,284.4,175.38,407.64,459.78,450.29999999999995,450.29999999999995,209.034,175.38,459.78
4917,HGS26613,HGS REMEDY 4 IN 1 BODY CLEANSER 5,,23.0,20.7,20.7,21.849999999999998,21.849999999999998,21.849999999999998,21.849999999999998,21.39,13.799999999999999,8.51,19.78,22.31,21.849999999999998,21.849999999999998,10.143,8.51,22.31
4918,HGS26618,HGS REMEDY CALAZIME PROTECTANT,,17.0,15.3,15.3,16.15,16.15,16.15,16.15,15.81,10.2,6.29,14.62,16.49,16.15,16.15,7.497,6.29,16.49
4919,HGS26617,HGS REMEDY NUTRASHIELD PROTECT 2OZ,,18.0,16.2,16.2,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998,16.740000000000002,10.799999999999999,6.66,15.48,17.46,17.099999999999998,17.099999999999998,7.938,6.66,17.46
4920,HGS49172,HGS REMOVER SKIN STAPLE,,61.0,54.9,54.9,57.949999999999996,57.949999999999996,57.949999999999996,57.949999999999996,56.730000000000004,36.6,22.57,52.46,59.17,57.949999999999996,57.949999999999996,26.901,22.57,59.17
4921,HGS35554,HGS ROHO MOSAIC CUSHIONS 16X16 W/C,,544.0,489.6,489.6,516.8,516.8,516.8,516.8,505.92,326.4,201.28,467.84,527.68,516.8,516.8,239.904,201.28,527.68
4922,HGS28824,"HGS SCENTED FACE MASK,BUBBLE GUM",,14.0,12.6,12.6,13.299999999999999,13.299999999999999,13.299999999999999,13.299999999999999,13.020000000000001,8.4,5.18,12.04,13.58,13.299999999999999,13.299999999999999,6.174,5.18,13.58
4923,HGS29976,HGS SEAT CUSHION WAFFLE PREINFLATE,,126.0,113.4,113.4,119.69999999999999,119.69999999999999,119.69999999999999,119.69999999999999,117.18,75.6,46.62,108.36,122.22,119.69999999999999,119.69999999999999,55.565999999999995,46.62,122.22
4924,HGS34682,"HGS SENSORPAD, CHAIR BED CHECK",,104.0,93.60000000000001,93.60000000000001,98.8,98.8,98.8,98.8,96.72,62.4,38.48,89.44,100.88,98.8,98.8,45.864000000000004,38.48,100.88
4925,HGS26575,HGS SEQ DVT FLOWTRON CALF 17IN,,157.0,141.3,141.3,149.15,149.15,149.15,149.15,146.01000000000002,94.2,58.089999999999996,135.02,152.29,149.15,149.15,69.237,58.089999999999996,152.29
4926,HGS26381,HGS SEQ DVT FLOWTRON CALF 23IN,,49.0,44.1,44.1,46.55,46.55,46.55,46.55,45.57,29.4,18.13,42.14,47.53,46.55,46.55,21.608999999999998,18.13,47.53
4927,HGS26382,HGS SEQ DVT FLOWTRON THIGH 28IN,,49.0,44.1,44.1,46.55,46.55,46.55,46.55,45.57,29.4,18.13,42.14,47.53,46.55,46.55,21.608999999999998,18.13,47.53
4928,HGS26173,HGS SEQUENTIAL DVT FLOWTRON XL 35IN,,49.0,44.1,44.1,46.55,46.55,46.55,46.55,45.57,29.4,18.13,42.14,47.53,46.55,46.55,21.608999999999998,18.13,47.53
4929,HGS48003,HGS SET BLOOD COLLECTION,,7.0,6.3,6.3,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.510000000000001,4.2,2.59,6.02,6.79,6.6499999999999995,6.6499999999999995,3.087,2.59,6.79
4930,HGS48005,HGS SET BLOOD Y TYPE/BLOOD ADMINIS,,18.0,16.2,16.2,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998,16.740000000000002,10.799999999999999,6.66,15.48,17.46,17.099999999999998,17.099999999999998,7.938,6.66,17.46
4931,HGS49069,HGS SET CHEST DRAINAGE,,228.0,205.20000000000002,205.20000000000002,216.6,216.6,216.6,216.6,212.04000000000002,136.79999999999998,84.36,196.07999999999998,221.16,216.6,216.6,100.54799999999999,84.36,221.16
4932,HGS48606,HGS SET CYSTO IRRG TUBING,,25.0,22.5,22.5,23.75,23.75,23.75,23.75,23.25,15.0,9.25,21.5,24.25,23.75,23.75,11.025,9.25,24.25
4933,HGS30974,HGS SET E-PUMP 1000ML PUMP 773656,,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,5.55,12.9,14.549999999999999,14.25,14.25,6.615,5.55,14.549999999999999
4934,HGS30973,HGS SET EPUMP FEED 1000ML FLUSH,,6.0,5.4,5.4,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.58,3.5999999999999996,2.2199999999999998,5.16,5.82,5.699999999999999,5.699999999999999,2.6460000000000004,2.2199999999999998,5.82
4935,HGS48640,HGS SET EXT SM BORE W/TWO PORT,,9.0,8.1,8.1,8.549999999999999,8.549999999999999,8.549999999999999,8.549999999999999,8.370000000000001,5.3999999999999995,3.33,7.74,8.73,8.549999999999999,8.549999999999999,3.969,3.33,8.73
4936,HGS48141,HGS SET EXTENSION W/T CONN 1231301,,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,5.55,12.9,14.549999999999999,14.25,14.25,6.615,5.55,14.549999999999999
4937,HGS48635,HGS SET FILTER TPN/LIPIDS 11415-68,,18.0,16.2,16.2,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998,16.740000000000002,10.799999999999999,6.66,15.48,17.46,17.099999999999998,17.099999999999998,7.938,6.66,17.46
4938,HGS48591,HGS SET INFUSION 19X 3/4,,37.0,33.300000000000004,33.300000000000004,35.15,35.15,35.15,35.15,34.410000000000004,22.2,13.69,31.82,35.89,35.15,35.15,16.317,13.69,35.89
4939,HGS34538,HGS SET INFUSION 20G HUBER NEEDLE,,22.0,19.8,19.8,20.9,20.9,20.9,20.9,20.46,13.2,8.14,18.919999999999998,21.34,20.9,20.9,9.702,8.14,21.34
4940,HGS26505,HGS SET INFUSION 22X.75 WINGED,,37.0,33.300000000000004,33.300000000000004,35.15,35.15,35.15,35.15,34.410000000000004,22.2,13.69,31.82,35.89,35.15,35.15,16.317,13.69,35.89
4941,HGS38926,HGS SET PNEUMOTHORAX,,695.0,625.5,625.5,660.25,660.25,660.25,660.25,646.35,417.0,257.15,597.7,674.15,660.25,660.25,306.495,257.15,674.15
4942,HGS48072,HGS SET PUMP AND NITROGLYCERIN,,37.0,33.300000000000004,33.300000000000004,35.15,35.15,35.15,35.15,34.410000000000004,22.2,13.69,31.82,35.89,35.15,35.15,16.317,13.69,35.89
4943,HGS48834,HGS SET THORACENTESIS,,16.0,14.4,14.4,15.2,15.2,15.2,15.2,14.88,9.6,5.92,13.76,15.52,15.2,15.2,7.056,5.92,15.52
4944,HGS48682,HGS SHIELD FOX EYE UNIVERSAL,,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,5.55,12.9,14.549999999999999,14.25,14.25,6.615,5.55,14.549999999999999
4945,HGS51844,HGS SHIELD IRRIGATION SPLASH,,115.0,103.5,103.5,109.25,109.25,109.25,109.25,106.95,69.0,42.55,98.89999999999999,111.55,109.25,109.25,50.714999999999996,42.55,111.55
4946,HGS48849,HGS SHOULDER IMMOBILIZER ADULT UNI,,77.0,69.3,69.3,73.14999999999999,73.14999999999999,73.14999999999999,73.14999999999999,71.61,46.199999999999996,28.49,66.22,74.69,73.14999999999999,73.14999999999999,33.957,28.49,74.69
4947,HGS48830,HGS SHOULDER IMMOBILIZER XXL,,96.0,86.4,86.4,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,89.28,57.599999999999994,35.519999999999996,82.56,93.12,91.19999999999999,91.19999999999999,42.336000000000006,35.519999999999996,93.12
4948,HGS48586,HGS SILVA SORB 2 OZ,,40.0,36.0,36.0,38.0,38.0,38.0,38.0,37.2,24.0,14.8,34.4,38.8,38.0,38.0,17.64,14.8,38.8
4949,HGS40247,HGS SINGLE DELUXE BREAST PUMP-OB,,78.0,70.2,70.2,74.1,74.1,74.1,74.1,72.54,46.8,28.86,67.08,75.66,74.1,74.1,34.397999999999996,28.86,75.66
4950,HGS26313,HGS SLEEVE FLOWTRON THIGHT UPTO28IN,,182.0,163.8,163.8,172.9,172.9,172.9,172.9,169.26000000000002,109.2,67.34,156.52,176.54,172.9,172.9,80.262,67.34,176.54
4951,HGS48952,HGS SLING SWATHE LEFT OR RIGHT,,34.0,30.6,30.6,32.3,32.3,32.3,32.3,31.62,20.4,12.58,29.24,32.98,32.3,32.3,14.994,12.58,32.98
4952,HGS37982,"HGS SLING, ARM CHILD",,20.0,18.0,18.0,19.0,19.0,19.0,19.0,18.6,12.0,7.4,17.2,19.4,19.0,19.0,8.82,7.4,19.4
4953,HGS48717,HGS SORBAVIEW DRESSING 4.5,,12.0,10.8,10.8,11.399999999999999,11.399999999999999,11.399999999999999,11.399999999999999,11.16,7.199999999999999,4.4399999999999995,10.32,11.64,11.399999999999999,11.399999999999999,5.292000000000001,4.4399999999999995,11.64
4954,HGS49170,HGS SPECULUM SIGMOIDOSCOPE DISPOSA,,10.0,9.0,9.0,9.5,9.5,9.5,9.5,9.3,6.0,3.7,8.6,9.7,9.5,9.5,4.41,3.7,9.7
4955,HGS49228,HGS SPECULUM VAGINAL,,8.0,7.2,7.2,7.6,7.6,7.6,7.6,7.44,4.8,2.96,6.88,7.76,7.6,7.6,3.528,2.96,7.76
4956,HGS48866,HGS SPINAL NEEDLE WHITACRE,,44.0,39.6,39.6,41.8,41.8,41.8,41.8,40.92,26.4,16.28,37.839999999999996,42.68,41.8,41.8,19.404,16.28,42.68
4957,HGS49074,HGS SPLINT COLLES WRIST,,45.0,40.5,40.5,42.75,42.75,42.75,42.75,41.85,27.0,16.65,38.7,43.65,42.75,42.75,19.845,16.65,43.65
4958,HGS49128,HGS SPLINT KNEE 23/24 INCH,,120.0,108.0,108.0,114.0,114.0,114.0,114.0,111.60000000000001,72.0,44.4,103.2,116.39999999999999,114.0,114.0,52.92,44.4,116.39999999999999
4959,HGS35336,HGS SPLINT THUMB SPIKA LEFT MEDIUM,,96.0,86.4,86.4,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,89.28,57.599999999999994,35.519999999999996,82.56,93.12,91.19999999999999,91.19999999999999,42.336000000000006,35.519999999999996,93.12
4960,HGS35337,HGS SPLINT THUMB SPIKA RIGHT LARGE,,11.0,9.9,9.9,10.45,10.45,10.45,10.45,10.23,6.6,4.07,9.459999999999999,10.67,10.45,10.45,4.851,4.07,10.67
4961,HGS35338,HGS SPLINT THUMB SPIKA RIGHT MEDIU,,86.0,77.4,77.4,81.7,81.7,81.7,81.7,79.98,51.6,31.82,73.96,83.42,81.7,81.7,37.926,31.82,83.42
4962,HGS48854,HGS SPLINT WRIST 12 RIGHT UNIVERS,,24.0,21.6,21.6,22.799999999999997,22.799999999999997,22.799999999999997,22.799999999999997,22.32,14.399999999999999,8.879999999999999,20.64,23.28,22.799999999999997,22.799999999999997,10.584000000000001,8.879999999999999,23.28
4963,HGS48847,HGS SPLINT WRIST 8 LEFT UNIVERSAL,,40.0,36.0,36.0,38.0,38.0,38.0,38.0,37.2,24.0,14.8,34.4,38.8,38.0,38.0,17.64,14.8,38.8
4964,HGS49288,HGS SPLINT WRIST COLLES LG LEFT,,26.0,23.400000000000002,23.400000000000002,24.7,24.7,24.7,24.7,24.18,15.6,9.62,22.36,25.22,24.7,24.7,11.466000000000001,9.62,25.22
4965,HGS49289,HGS SPLINT WRIST COLLES LG RIGHT,,32.0,28.8,28.8,30.4,30.4,30.4,30.4,29.76,19.2,11.84,27.52,31.04,30.4,30.4,14.112,11.84,31.04
4966,HGS49290,HGS SPLINT WRIST COLLES MED LEFT,,26.0,23.400000000000002,23.400000000000002,24.7,24.7,24.7,24.7,24.18,15.6,9.62,22.36,25.22,24.7,24.7,11.466000000000001,9.62,25.22
4967,HGS49291,HGS SPLINT WRIST COLLES MED RIGHT,,26.0,23.400000000000002,23.400000000000002,24.7,24.7,24.7,24.7,24.18,15.6,9.62,22.36,25.22,24.7,24.7,11.466000000000001,9.62,25.22
